Source Target Weight
粮食 补贴 262
粮食 地方 69
粮食 谷贱伤农 9
粮食 田野 9
粮食 蔬菜 16
粮食 粮食价格 28
粮食 葡萄 4
粮食 物流 4
粮食 互联网 4
粮食 林田湖 5
粮食 宣传教育 34
粮食 农耕 4
粮食 城市化 4
粮食 努力实现 19
粮食 标准化 4
粮食 贫困地区 10
粮食 施策 18
粮食 从严治党 6
粮食 规模经营 4
粮食 数据 6
粮食 资金 19
粮食 难题 30
粮食 高云才 20
粮食 大米 16
粮食 夏粮 19
粮食 小麦 53
粮食 监管 4
粮食 贡献率 23
粮食 高达 32
粮食 集约化 4
粮食 广大群众 17
粮食 养殖业 4
粮食 规模化 32
粮食 黄澄澄 15
粮食 农机 30
粮食 成本 15
粮食 金融机构 15
粮食 社会化 15
粮食 强降雨 13
粮食 水稻 26
粮食 段时间 13
粮食 承包 35
粮食 贸易 17
粮食 生产者 17
粮食 冬小麦 17
粮食 冬闲 17
粮食 田扩 17
农业 技术 633
农业 玉米 169
农业 发展 10742
农业 政府 650
农业 问题 3099
农业 能源 26
农业 粮食 602
农业 产业 2100
农业 秋收 29
农业 农产品 1371
农业 产品 336
农业 食品 218
农业 就业 321
农业 生态 2452
农业 文化 1092
农业 现代化 1332
农业 生产 1714
农业 粮食安全 72
农业 绿色 617
农业 安全 362
农业 产业链 234
农业 农民 5939
农业 习近平 4115
农业 总书记 861
农业 三农 4374
农业 战略 2437
农业 绿水青山 237
农业 金山 298
农业 银山 230
农业 路子走 70
农业 结构性 285
农业 改革 2951
农业 乡村 6000
农业 建设 5450
农业 工作 5701
农业 村庄 426
农业 家庭 631
农业 贫困 487
农业 农村居民 175
农业 收入 933
农业 城乡居民 215
农业 农村 14577
农业 精神文明 225
农业 特色 1295
农业 社会主义 1388
农业 乡风 318
农业 文明 1031
农业 生活富裕 227
农业 农业产业 325
农业 农民收入 1059
农业 城乡 3345
农业 经济 2700
农业 职业 208
农业 互联网 75
农业 物流 78
农业 旅游 476
农业 电商 161
农业 经营 1177
农业 模式 468
农业 创新 1210
农业 新型农村 8
农业 资本 356
农业 下乡 142
农业 创业 333
农业 集体经济 357
农业 知识 220
农业 管理 571
农业 深化改革 84
农业 数据 173
农业 群众 1026
农业 产权制度 334
农业 产权 86
农业 体系 1149
农业 制度 1440
农业 机制 1426
农业 农村金融 92
农业 供销社 77
农业 环境 1118
农业 服务 719
农业 民生 301
农业 城市 988
农业 农民工 83
农业 人民 323
农业 幸福美好 22
农业 林田湖 74
农业 环保 83
农业 基础设施 619
农业 教育 300
农业 医疗 40
农业 社会保障 139
农业 公共服务 1053
农业 均等化 219
农业 农户 879
农业 拓宽 103
农业 安居乐业 49
农业 经验 542
农业 小微 40
农业 民主 187
农业 党组织 775
农业 社会 1006
农业 基层 679
农业 第一书记 79
农业 党委 325
农业 责任制 142
农业 技能 40
农业 专家 80
农业 林林总总 5
农业 培训 237
农业 项目 258
农业 难题 57
农业 需求 238
农业 劳动力 163
农业 素质 58
农业 一家一户 20
农业 地方 386
农业 企业 656
农业 资源 542
农业 多渠道 50
农业 积极性 263
农业 王东明 19
农业 生产能力 60
农业 农村土地 234
农业 贫困人口 229
农业 幸福感 119
农业 中央 754
农业 李克强 19
农业 总理 19
农业 精神 719
农业 竞争力 103
农业 品牌 276
农业 现代农业 1501
农业 全国 1537
农业 康养 27
农业 电子商务 86
农业 小镇 37
农业 利益 395
农业 服务体系 126
农业 龙头企业 209
农业 合作社 377
农业 订单 460
农业 稳定 684
农业 扶贫 1184
农业 因地制宜 261
农业 田园 39
农业 法律 69
农业 土地 512
农业 经营权 40
农业 市场 1109
农业 脱贫 674
农业 基金 111
农业 信贷 66
农业 财政 191
农业 融资 32
农业 政策 1260
农业 支持 624
农业 养老 159
农业 基层组织 139
农业 科学 616
农业 经济效益 102
农业 商品 92
农业 经济作物 31
农业 效益 266
农业 工业 134
农业 运输 43
农业 惠康 31
农业 科技 385
农业 招贤 31
农业 合作 476
农业 顾问团 31
农业 生态环境 609
农业 高水平 267
农业 文明村 31
农业 小康之家 31
农业 子孙后代 57
农业 标准 281
农业 体制改革 72
农业 农场 326
农业 改革开放 125
农业 石家庄 45
农业 投资 431
农业 宁德 52
农业 宝贵 116
农业 西部 51
农业 经济社会 315
农业 蓝图 105
农业 党中央 192
农业 城镇化 216
农业 小康 599
农业 农惠农 132
农业 小康社会 296
农业 茶叶 55
农业 报告 430
农业 市场经济 52
农业 生态农业 372
农业 智慧 82
农业 食品安全 101
农业 政策措施 26
农业 贫困县 121
农业 贫困户 55
农业 千秋 46
农业 水土保持 45
农业 养殖 174
农业 农药 148
农业 工业化 158
农业 惠民 39
农业 林权 104
农业 龙岩 26
农业 林改 52
农业 宝贵财富 107
农业 市场化 88
农业 消费 165
农业 明显改善 99
农业 和谐社会 167
农业 行业 146
农业 天荒坪 31
农业 蓝天 31
农业 林木 31
农业 公共财政 187
农业 建立健全 339
农业 普惠性 31
农业 长效机制 229
农业 义务教育 31
农业 养老金 99
农业 医疗保险 99
农业 村民 218
农业 权益 125
农业 博大精深 113
农业 弘扬 215
农业 蔬菜 81
农业 石斛 10
农业 玛卡 10
农业 老大难 5
农业 市场需求 73
农业 贫困地区 124
农业 国务院 32
农业 金融 96
农业 农耕 254
农业 小麦 56
农业 掌勺 4
农业 期货市场 306
农业 买卖双方 18
农业 金融机构 93
农业 规模化 112
农业 集约化 154
农业 期货 545
农业 保险 342
农业 公司 112
农业 保险公司 90
农业 农业部 36
农业 大力支持 18
农业 试点工作 36
农业 资金 254
农业 补贴 214
农业 银行 21
农业 成本 69
农业 监管 156
农业 吴奇修 11
农业 宏观调控 11
农业 公正 11
农业 马瑞燕 12
农业 亚军 4
农业 于伟国 7
农业 花卉苗木 7
农业 林竹 7
农业 贷款 33
农业 新生代 10
农业 越来越近 5
农业 石泰峰 15
农业 葡萄 30
农业 农田 24
农业 多元化 39
农业 林田 30
农业 宣传教育 34
农业 灌区 27
农业 文化遗产 372
农业 红白 30
农业 严肃查处 31
农业 廓清 15
农业 农田水利 87
农业 医疗卫生 15
农业 城市化 86
农业 燕赵 30
农业 努力实现 37
农业 标准化 87
农业 扶志 29
农业 扶智 29
农业 美的 15
农业 施策 74
农业 道德 48
农业 从严治党 70
农业 李锦斌 14
农业 小岗村 28
农业 黑名单 14
农业 大力加强 14
农业 福祉 14
农业 普惠 14
农业 承包 90
农业 韩长赋 108
农业 金白银 21
农业 招才引 17
农业 规模经营 133
农业 社会化 6
农业 网络 70
农业 高潮 15
农业 安全感 55
农业 高云才 32
农业 产业化 9
农业 海升 9
农业 苗圃 9
农业 井灌 9
农业 水稻 55
农业 大米 27
农业 隆兴镇 9
农业 黎坝 9
农业 金点子 9
农业 诸城 9
农业 郑淮茂 9
农业 齐全 9
农业 党支部 43
农业 养老院 9
农业 雪堰镇 9
农业 唐海 9
农业 怀柔区 9
农业 村委会 9
农业 小春 9
农业 心情舒畅 9
农业 吴兴区 9
农业 施阿三 9
农业 古村落 9
农业 纯收入 18
农业 黛瓦 9
农业 绿树丛 9
农业 黄宝忠 9
农业 李家庄 9
农业 农家乐 126
农业 赵村 18
农业 产业结构 8
农业 西瓜 20
农业 夏邑 5
农业 田野 22
农业 荣枯 12
农业 谷雨 24
农业 高峰 12
农业 白露 12
农业 关系密切 12
农业 保健 12
农业 论坛 4
农业 承载力 12
农业 田园风光 7
农业 骆惠宁 20
农业 毛泽东 15
农业 孔夫子 15
农业 唐良智 13
农业 巴味渝 13
农业 山清水秀 13
农业 才华 13
农业 关怀 13
农业 和睦 13
农业 一劳永逸 7
农业 蒙尘 7
农业 有机肥 8
农业 青壮年 4
农业 高素质 4
农业 任凭 4
农业 努力创造 4
农业 优惠政策 12
农业 惜才 4
农业 金融服务 29
农业 生产者 16
农业 远远不够 7
农业 双赢 16
农业 高昂 16
农业 市场秩序 32
农业 广泛开展 16
农业 农行 6
农业 村干部 69
农业 阳澄湖 9
农业 花香 4
农业 吴尚云 6
农业 洪水 6
农业 水利建设 6
农业 贡献率 109
农业 毛渠 6
农业 夏粮 21
农业 粮食价格 21
农业 稻谷 20
农业 含天猫 14
农业 明显增加 14
农业 档案 14
农业 GDP 14
农业 高达 18
农业 刘永富 14
农业 巨大贡献 14
农业 毛桥村 68
农业 广大群众 70
农业 拓宽渠道 68
农业 养殖业 136
农业 于城镇 68
农业 农民负担 68
农业 果园 68
农业 发展观 68
农业 林茂土 68
农业 农作物 68
农业 合作医疗 68
农业 养老保险 68
农业 国际 69
农业 安民 10
农业 农机 12
农业 黄振荣 8
农业 特惠 8
农业 冯春梅 12
农业 汪洋 12
农业 邮政 12
农业 杨传堂 12
农业 夏宝龙 12
农业 王侠 12
农业 万建民 12
农业 周慕冰 12
农业 王召明 12
农业 陈晓华 12
农业 宋丰强 12
农业 马旭林 12
农业 王静 12
农业 吕维峰 12
农业 平武 8
农业 植保 8
农业 贸易 8
农业 冬小麦 7
农业 冬闲 7
农业 田扩 7
农业 桑基 19
农业 桑树 38
农业 慕名 5
农业 大大增加 5
农业 宰客 5
农业 科普 5
产业 技术 184
产业 玉米 28
产业 发展 2228
产业 政府 173
产业 问题 600
产业 粮食 101
产业 农业 2100
产业 农产品 531
产业 产品 200
产业 食品 51
产业 就业 71
产业 生态 463
产业 文化 307
产业 现代化 222
产业 生产 434
产业 粮食安全 14
产业 绿色 193
产业 安全 80
产业 产业链 71
产业 农民 1300
产业 习近平 681
产业 总书记 221
产业 三农 700
产业 战略 549
产业 绿水青山 39
产业 金山 42
产业 银山 32
产业 路子走 9
产业 结构性 92
产业 改革 588
产业 乡村 1815
产业 建设 1033
产业 工作 948
产业 村庄 93
产业 家庭 132
产业 贫困 109
产业 农村居民 40
产业 收入 193
产业 城乡居民 36
产业 农村 2828
产业 精神文明 39
产业 特色 610
产业 社会主义 240
产业 乡风 88
产业 文明 219
产业 生活富裕 51
产业 农业产业 114
产业 农民收入 171
产业 城乡 475
产业 经济 351
产业 职业 66
产业 互联网 20
产业 物流 53
产业 旅游 220
产业 电商 101
产业 经营 341
产业 模式 87
产业 创新 237
产业 新型农村 5
产业 资本 114
产业 下乡 80
产业 创业 89
产业 集体经济 92
产业 知识 34
产业 管理 106
产业 深化改革 25
产业 数据 50
产业 群众 222
产业 产权制度 69
产业 产权 24
产业 体系 318
产业 制度 278
产业 机制 287
产业 农村金融 32
产业 供销社 28
产业 环境 316
产业 服务 192
产业 民生 53
产业 城市 186
产业 农民工 23
产业 人民 50
产业 幸福美好 9
产业 林田湖 23
产业 环保 46
产业 基础设施 170
产业 教育 63
产业 医疗 17
产业 社会保障 34
产业 公共服务 186
产业 均等化 38
产业 农户 213
产业 拓宽 30
产业 安居乐业 18
产业 经验 74
产业 小微 7
产业 民主 67
产业 党组织 123
产业 社会 205
产业 基层 120
产业 第一书记 22
产业 党委 82
产业 责任制 38
产业 王东明 6
产业 生产能力 16
产业 农村土地 54
产业 贫困人口 56
产业 幸福感 32
产业 需求 84
产业 中央 147
产业 李克强 6
产业 总理 6
产业 精神 114
产业 竞争力 58
产业 品牌 112
产业 现代农业 269
产业 全国 318
产业 康养 15
产业 电子商务 32
产业 小镇 224
产业 利益 119
产业 服务体系 24
产业 龙头企业 58
产业 合作社 94
产业 订单 17
产业 多渠道 11
产业 稳定 171
产业 扶贫 429
产业 因地制宜 80
产业 田园 26
产业 法律 25
产业 土地 166
产业 经营权 10
产业 市场 536
产业 脱贫 257
产业 基金 30
产业 信贷 19
产业 财政 19
产业 融资 31
产业 政策 362
产业 支持 167
产业 养老 46
产业 企业 168
产业 基层组织 27
产业 科学 167
产业 资源 238
产业 经济效益 10
产业 商品 13
产业 效益 109
产业 工业 31
产业 运输 13
产业 科技 128
产业 培训 29
产业 合作 65
产业 专家 5
产业 生态环境 114
产业 高水平 28
产业 子孙后代 9
产业 标准 90
产业 体制改革 16
产业 农场 68
产业 改革开放 16
产业 石家庄 6
产业 投资 91
产业 宁德 10
产业 宝贵 27
产业 西部 37
产业 经济社会 48
产业 蓝图 57
产业 党中央 57
产业 城镇化 40
产业 劳动力 32
产业 小康 93
产业 农惠农 18
产业 小康社会 59
产业 茶叶 17
产业 报告 79
产业 素质 23
产业 积极性 63
产业 市场经济 11
产业 生态农业 66
产业 智慧 13
产业 食品安全 21
产业 政策措施 8
产业 贫困县 36
产业 贫困户 26
产业 千秋 8
产业 项目 66
产业 水土保持 8
产业 养殖 39
产业 农药 22
产业 工业化 18
产业 惠民 11
产业 林权 20
产业 龙岩 5
产业 林改 10
产业 宝贵财富 21
产业 市场化 20
产业 消费 49
产业 明显改善 12
产业 和谐社会 22
产业 行业 35
产业 公共财政 30
产业 建立健全 65
产业 长效机制 39
产业 养老金 12
产业 医疗保险 12
产业 村民 64
产业 权益 14
产业 博大精深 15
产业 弘扬 49
产业 蔬菜 27
产业 地方 221
产业 石斛 18
产业 玛卡 18
产业 老大难 9
产业 市场需求 31
产业 贫困地区 76
产业 农家乐 132
产业 承载力 16
产业 国务院 6
产业 金融 71
产业 农耕 48
产业 小麦 11
产业 掌勺 4
产业 稻谷 12
产业 粮价 11
产业 补贴 16
产业 田野 7
产业 粮食价格 6
产业 期货市场 17
产业 金融机构 28
产业 规模化 12
产业 集约化 21
产业 期货 61
产业 保险 63
产业 公司 30
产业 保险公司 5
产业 资金 100
产业 成本 31
产业 监管 36
产业 石泰峰 4
产业 葡萄 8
产业 农田 8
产业 多元化 16
产业 林田 9
产业 宣传教育 8
产业 灌区 4
产业 文化遗产 55
产业 红白 9
产业 严肃查处 7
产业 廓清 4
产业 农田水利 4
产业 医疗卫生 4
产业 城市化 14
产业 燕赵 10
