新华社 北京
主要 用于
主要 支持
用于 支持
用于 地方
支持 地方
支持 做好
地方 做好
地方 农村税费
做好 农村税费
做好 改革
农村税费 改革
农村税费 试点
改革 试点
改革 取消
试点 取消
农业 国有
国有 农场
国有 税费
农场 税费
农场 改革
税费 改革
税费 减轻
改革 减轻
农民负担 化解
化解 农村
化解 义务教育
农村 义务教育
过去 中央财政
中央财政 投入
投入 领域
领域 注重
注重 农业
注重 生产
农业 生产
农业 环节
生产 环节
环节 转向
转向 农业
转向 生产
农业 生产
农业 农村
生产 农村
生产 社会
农村 社会
农村 事业
社会 事业
社会 发展
事业 发展
事业 并重
发展 并重
并重 公共财政
公共财政 覆盖
公共财政 农村
覆盖 农村
农村 范围
范围 年
年 取消
取消 农业税
取消 中央
农业税 中央
中央 三农
三农 方针
方针 少取
少取 放活
少取 转变
放活 转变
转变 基本
放活 并重
并重 出台
出台 强化
政策 建立
乡 稳定
稳定 反哺
反哺 农业投入
反哺 机制
农业投入 机制
农业投入 推动
机制 推动
机制 城乡
推动 城乡
推动 协调
城乡 协调
城乡 发展
协调 发展
中央财政 重点
重点 推进
重点 农村税费
推进 农村税费
推进 改革
农村税费 改革
农村税费 支持
改革 支持
改革 提高
支持 提高
支持 农业
提高 农业
提高 综合
农业 综合
农业 生产能力
综合 生产能力
综合 加大
生产能力 加大
生产能力 农民
加大 农民
加大 直接
农民 直接
农民 补贴
直接 补贴
直接 力度
补贴 力度
财政投入 更
基层 倾斜
倾斜 社会
社会 事业
社会 倾斜
事业 倾斜
倾斜 中西部
中西部 地区
中西部 倾斜
地区 倾斜
倾斜 困难
困难 群体
困难 倾斜
群体 倾斜
群体 有力
倾斜 有力
有力 支持
支持 农村
农村 义务教育
农村 农村
义务教育 农村
义务教育 医疗卫生
农村 医疗卫生
农村 农村
医疗卫生 农村
医疗卫生 社会保障
农村 社会保障
农村 农村
社会保障 农村
社会保障 文化
农村 文化
农村 事业
文化 事业
事业 社会
社会 事业
社会 发展
事业 发展
城乡居民 共
共 公共财政
公共财政 阳光
公共财政 共享
阳光 共享
阳光 改革
共享 改革
共享 发展
改革 发展
改革 成果
发展 成果
发展 统计
成果 统计
成果 显示
统计 显示
统计 年
显示 年
显示 中央财政
年 中央财政
年 用于
中央财政 用于
中央财政 农村
用于 农村
用于 义务教育
农村 义务教育
农村 科学
义务教育 科学
科学 文化
文化 投入
投入 超过
投入 亿元
超过 亿元
超过 年均
亿元 年均
亿元 增长
年均 增长
中央财政 安排
安排 新型农村
安排 合作医疗
新型农村 合作医疗
新型农村 补助
合作医疗 补助
合作医疗 资金
补助 资金
补助 亿元
资金 亿元
资金 推进
亿元 推进
亿元 新型农村
推进 新型农村
推进 合作医疗
新型农村 合作医疗
新型农村 制度
合作医疗 制度
合作医疗 建设
制度 建设
年 安排
年 亿元
安排 亿元
安排 资金
亿元 资金
地区 给予
地区 补助
给予 补助
给予 推动
补助 推动
补助 农村
推动 农村
推动 建立
农村 建立
农村 最低
建立 最低
建立 生活
最低 生活
最低 保障制度
生活 保障制度
生活 记者
保障制度 记者
保障制度 今年
记者 今年
天气 我国
我国 地区
地区 农业
农业 生产
农业 造成
生产 造成
造成 中央财政
中央财政 支持
支持 南方
扶持 政策
党中央 国务院
国务院 部署
加大 支持
支持 力度
支持 确保
力度 确保
力度 各项
确保 各项
各项 资金
资金 及时
资金 安排
及时 安排
安排 到位
到位 出台
税费 减免
税费 政策
减免 政策
减免 多渠道
政策 多渠道
政策 支持
多渠道 支持
突出 支持
突出 重点
支持 重点
重点 原则
原则 重点
原则 支持
重点 支持
重点 各地
支持 各地
支持 恢复
各地 恢复
各地 农业
恢复 农业
恢复 生产
农业 生产
生产 基础设施
基础设施 安排
群众 生活
安排 资金
综合 安排
综合 资金
安排 资金
安排 继续
资金 继续
资金 做好
继续 做好
做好 群众
群众 生活
群众 安排
生活 安排
安排 市场
市场 保障
保障 支持
保障 恢复
支持 恢复
支持 农业
恢复 农业
恢复 生产
农业 生产
农业 支持
生产 支持
支持 电网
支持 交通
电网 交通
电网 教育
交通 教育
教育 卫生
卫生 基础设施
重大 支农
重大 专项资金
支农 专项资金
进行 合理
进行 调整
合理 调整
良种 补贴
良种 农机具
补贴 农机具
补贴 购置
农机具 购置
农机具 补贴
购置 补贴
施肥 专项资金
施肥 时
专项资金 时
专项资金 加大
时 加大
支持 力度
支持 农业
力度 农业
力度 综合
农业 综合
农业 开发
综合 开发
综合 资金
开发 资金
倾斜 帮助
帮助 人民
人民 农业
农业 生产
收入 年
年 我国
年 农村居民
我国 农村居民
我国 人均
农村居民 人均
农村居民 纯收入
人均 纯收入
纯收入 达到
达到 实现
实现 自年
政府 工作
政府 报告
工作 报告
报告 提出
提出 进一步
进一步 拓宽
进一步 农民
拓宽 农民
拓宽 增收
农民 增收
农民 渠道
增收 渠道
渠道 国民经济
国民经济 计划
国民经济 报告
计划 报告
今年 农民
今年 增收
农民 增收
农民 提出
增收 提出
代表 委员
惠农 政策
很多 实惠
连续 增收
连续 今年
增收 今年
政策 力度
信心 陕西省
村 党支部
村 书记
党支部 书记
书记 代表
过去 年
年 代表
年 委员
代表 委员
委员 认为
认为 三农
中央 连续
中央 出台
连续 出台
出台 指导
指导 三农
指导 工作
三农 工作
工作 一号
一号 文件
一号 中央财政
文件 中央财政
文件 用于
中央财政 用于
中央财政 三农
用于 三农
三农 支出
支出 累计
支出 达
累计 达
取消 农业税
减轻 农民负担
减轻 亿元
农民负担 亿元
农民负担 种粮
亿元 种粮
补贴 读书
覆盖 惠农
覆盖 政策
惠农 政策
惠农 一年
政策 一年
政策 更
一年 更
更 一年
一年 农民收入
农民收入 一年
农民收入 更
一年 更
更 一年
一年 海南
海南 县委书记
县委书记 代表
代表 地说
经济 贫困县
贫困县 过去
过去 年
年 县
县 农民
农民 人均
农民 纯收入
人均 纯收入
程度 得益于
得益于 国家
国家 惠农
惠农 政策
政策 现在
政策 全县
现在 全县
现在 农民
全县 农民
增收 今年
今年 国民经济
今年 计划
国民经济 计划
国民经济 报告
计划 报告
计划 提出
报告 提出
农民 人均
农民 纯收入
人均 纯收入
人均 实际
纯收入 实际
纯收入 增长
实际 增长
农村基层 代表
代表 委员
今年 中央
信心 年
信心 中央财政
年 中央财政
年 安排
中央财政 安排
中央财政 亿元
安排 亿元
安排 用于
亿元 用于
亿元 三农
用于 三农
用于 支出
三农 支出
三农 增长
支出 增长
支出 增幅
增长 增幅
直接 补贴
直接 亿元
补贴 亿元
补贴 增长
亿元 增长
亿元 用于
增长 用于
增长 支持
用于 支持
用于 农业
支持 农业
支持 生产
农业 生产
生产 投入
投入 亿元
投入 增长
亿元 增长
亿元 代表
增长 代表
增长 委员
代表 委员
委员 表示
表示 应当
看到 农民
看到 增收
农民 增收
增收 主要
因素 农民
因素 增收
农民 增收
明显 农民
农民 持续
农民 稳定
持续 稳定
持续 增收
稳定 增收
稳定 面临
增收 面临
面临 压力
压力 挑战
代表 参加
调查 粮食
调查 直补
粮食 直补
直补 农资
农资 综合
农资 直补
综合 直补
综合 农民
直补 农民
化肥 价格
价格 去年
吃 农资
农资 价格
价格 上涨
政策 农民
农民 实惠
实惠 造成
造成 农民
农民 增收
增收 困难
困难 种粮
种粮 成本
种粮 逐年
成本 逐年
成本 增加
逐年 增加
增加 粮价
粮价 年
年 年
年 粮食
年 每亩
粮食 每亩
粮食 实际
每亩 实际
每亩 收益
实际 收益
逐年 下降
逐年 趋势
下降 趋势
下降 种粮
趋势 种粮
趋势 效益
种粮 效益
程度 影响
影响 农民
农民 种粮
种粮 积极性
种粮 今年
积极性 今年
积极性 南方
今年 南方
今年 遭遇
南方 遭遇
农民 减少
农产品 价格
空间 比较
空间 有限
比较 有限
比较 农资
有限 农资
有限 价格上涨
农资 价格上涨
农资 农业
价格上涨 农业
农业 农民
农民 就业
农民 增收
就业 增收
增收 难度
面对 今年
面对 农民
今年 农民
今年 增收
农民 增收
目标 农业部
目标 副
农业部 副
农业部 部长
副 部长
接受 集体
接受 采访
集体 采访
集体 时
采访 时
挑战 持续
增收 持续
增收 日子
增收 一年
日子 一年
农民 群众
群众 关心
关心 问题
农业 农村
农村 发展
发展 核心
核心 目标
目标 面对
确保 农民
确保 持续
农民 持续
增收 代表
增收 委员
代表 委员
委员 表示
惠农 政策
政府 工作
政府 报告
工作 报告
工作 积极
报告 积极
报告 拓宽
积极 拓宽
积极 农民
拓宽 农民
拓宽 增收
农民 增收
农民 渠道
增收 渠道
调整 产业结构
调整 发展
产业结构 发展
产业结构 特色
发展 特色
介绍 村里
村里 发展
发展 蔬菜
发展 种植
蔬菜 种植
蔬菜 村
蔬菜 全村
村 全村
村 农民
全村 农民
全村 人均
农民 人均
农民 纯收入
人均 纯收入
纯收入 多元
多元 农村
多元 经济
农村 经济
经济 发展
发展 农民
农民 增收
对此 代表
县里 农民
农民 进行
进行 种植
种植 管理
管理 实用
管理 技术培训
实用 技术培训
实用 农民
技术培训 农民
技术培训 掌握
农民 掌握
培训 农民
农民 持续
农民 稳定
持续 稳定
持续 增收
稳定 增收
增收 促进
促进 农民
促进 有序
农民 有序
农民 转移
有序 转移
有序 就业
转移 就业
转移 增加
就业 增加
就业 农民
增加 农民
农民 工资
工资 收入
收入 广西
人口 农业
农业 县
打工 去年
打工 全县
去年 全县
去年 农民
全县 农民
全县 人均
农民 人均
农民 纯收入
人均 纯收入
人均 达
纯收入 达
纯收入 多元
达 多元
多元 工资
工资 收入
全国政协 委员
委员 教授
教授 认为
认为 积极
积极 发展
积极 龙头企业
发展 龙头企业
发展 带动
龙头企业 带动
龙头企业 农民
带动 农民
带动 增收
农民 增收
农民 致富
增收 致富
致富 农村
农村 地区
地区 重点
重点 发展
重点 农业
发展 农业
发展 产业化
农业 产业化
产业化 扶持
扶持 龙头企业
扶持 带动
龙头企业 带动
龙头企业 农民
带动 农民
传统 农业
农业 现代农业
现代农业 转变
现代农业 持续
转变 持续
转变 稳定
持续 稳定
持续 增收
稳定 增收
增收 我国
我国 农业
农业 程度
产业 水产
水产 养殖
养殖 防治
防治 中心
防治 副
中心 副
中心 主任
副 主任
副 王
主任 王
王 委员
委员 认为
委员 近年来
认为 近年来
认为 我国
近年来 我国
近年来 农村
我国 农村
农村 自然灾害
农民 增收
困难 特别
特别 近年
近年 农业
农业 产业结构
产业结构 调整
调整 规模经营
规模经营 发展
发展 产业化
产业化 步伐
步伐 加快
加快 农业
农民 农业
农业 保险
生产 生活
生活 保障
我国 农业
农业 规模
规模 不能
不能 满足
满足 农村
农村 需求
需求 王
王 委员
委员 建议
委员 政府
建议 政府
政府 部门
部门 应
部门 尽快
应 尽快
应 总结
尽快 总结
尽快 农业
总结 农业
总结 保险
农业 保险
农业 试点
保险 试点
保险 省市
试点 省市
省市 单位
单位 取得
取得 经验
经验 加快
经验 推进
加快 推进
加快 我国
推进 我国
推进 农业
我国 农业
我国 政策性
农业 政策性
农业 保险公司
政策性 保险公司
保险公司 建立
建立 推进
推进 农业
推进 支持
农业 支持
支持 建设
建设 进一步
建设 增强
进一步 增强
进一步 农业
增强 农业
农业 灾害
灾害 能力
确保 农民
实现 增收
果园 里
万元 浙江
浙江 引进
投入 万元
万元 回报
逐渐 进入
保险公司 没有
保险 意识
意识 不够
不够 只能
面对 灾害
其实 面对
其实 灾害
面对 灾害
面对 农业
灾害 农业
灾害 保险
农业 保险
保险 农业
农业 保险
农民 实惠
实惠 保险
保险 湖南
农业 风险
风险 较大
风险 保险公司
较大 保险公司
